== HV discharge simulator v18 batch ==  out: results/run_R1000
   scipy: yes  poisson=direct dt_rule=v18
   grid 161x125 (h=0.125 mm), unknowns=18048, init 0.07 s (LU factor 41 ms), poisson=direct
-- discharge phase: 0 -> 300 ns  (V(t): IMPULSE, 0.01/0.1 us, Vp=+30 kV, config=NEEDLE_PLANE)
  t=    0.000 ns (  0.0%)  wall 0h 00m 00s  ETA --  steps=      0  dt=  0.000 ps [-]  V=  0.00 kV  ne_max=0.00e+00  E_max=   0.0 kV/cm  head z=  nan mm
  t=   22.961 ns (  7.7%)  wall 0h 13m 02s  ETA 2h 37m 15s  steps=  24180  dt=  0.859 ps [semi:ionization]  V= 28.44 kV  ne_max=9.99e+21  E_max=1308.0 kV/cm  head z= 0.00 mm
  t=   24.049 ns (  8.0%)  wall 0h 14m 02s  ETA 2h 41m 04s  steps=  25446  dt=  0.859 ps [semi:ionization]  V= 28.30 kV  ne_max=9.99e+21  E_max=4728.4 kV/cm  head z= 0.00 mm
  t=   25.147 ns (  8.4%)  wall 0h 15m 02s  ETA 2h 44m 21s  steps=  26724  dt=  0.859 ps [semi:ionization]  V= 28.09 kV  ne_max=1.00e+22  E_max=6615.2 kV/cm  head z= 0.00 mm
  t=   26.235 ns (  8.7%)  wall 0h 16m 02s  ETA 2h 47m 22s  steps=  27990  dt=  0.859 ps [semi:ionization]  V= 27.87 kV  ne_max=1.00e+22  E_max=8848.1 kV/cm  head z= 0.00 mm
  t=   27.303 ns (  9.1%)  wall 0h 17m 03s  ETA 2h 50m 14s  steps=  29232  dt=  0.859 ps [semi:ionization]  V= 27.67 kV  ne_max=1.00e+22  E_max=9143.9 kV/cm  head z= 0.00 mm
  t=   28.360 ns (  9.5%)  wall 0h 18m 03s  ETA 2h 52m 51s  steps=  30462  dt=  0.859 ps [semi:ionization]  V= 27.46 kV  ne_max=1.00e+22  E_max=8956.0 kV/cm  head z= 0.00 mm
  t=   29.433 ns (  9.8%)  wall 0h 19m 03s  ETA 2h 55m 06s  steps=  31710  dt=  0.859 ps [semi:ionization]  V= 27.25 kV  ne_max=1.00e+22  E_max=8900.8 kV/cm  head z= 0.00 mm
  t=   30.500 ns ( 10.2%)  wall 0h 20m 03s  ETA 2h 57m 11s  steps=  32952  dt=  0.859 ps [semi:ionization]  V= 27.05 kV  ne_max=1.00e+22  E_max=9245.9 kV/cm  head z= 0.00 mm
  t=   31.563 ns ( 10.5%)  wall 0h 21m 03s  ETA 2h 59m 05s  steps=  34188  dt=  0.859 ps [semi:ionization]  V= 26.84 kV  ne_max=1.00e+22  E_max=9228.1 kV/cm  head z= 0.00 mm
  t=   32.625 ns ( 10.9%)  wall 0h 22m 04s  ETA 3h 00m 48s  steps=  35424  dt=  0.859 ps [semi:ionization]  V= 26.64 kV  ne_max=1.00e+22  E_max=8732.3 kV/cm  head z= 0.00 mm
  t=   33.682 ns ( 11.2%)  wall 0h 23m 04s  ETA 3h 02m 21s  steps=  36654  dt=  0.859 ps [semi:ionization]  V= 26.44 kV  ne_max=1.00e+22  E_max=8648.6 kV/cm  head z= 0.00 mm
  t=   34.734 ns ( 11.6%)  wall 0h 24m 04s  ETA 3h 03m 46s  steps=  37878  dt=  0.859 ps [semi:ionization]  V= 26.24 kV  ne_max=1.00e+22  E_max=7877.4 kV/cm  head z= 0.00 mm
  t=   35.771 ns ( 11.9%)  wall 0h 25m 04s  ETA 3h 05m 09s  steps=  39084  dt=  0.859 ps [semi:ionization]  V= 26.05 kV  ne_max=1.00e+22  E_max=6678.1 kV/cm  head z= 0.00 mm
  t=   36.828 ns ( 12.3%)  wall 0h 26m 04s  ETA 3h 06m 17s  steps=  40314  dt=  0.859 ps [semi:ionization]  V= 25.85 kV  ne_max=1.00e+22  E_max=7857.7 kV/cm  head z= 0.00 mm
